form_id,move_id,version_group_id,learn_method_id,level_learned_at,move_order
174,misty-terrain,16,2,0,90
174,misty-terrain,17,2,0,90
174,misty-terrain,18,2,0,90
174,misty-terrain,20,4,0,90
174,misty-terrain,23,2,0,90
174,misty-terrain,25,4,0,90
174,play-rough,20,4,0,91
174,play-rough,25,4,0,91
174,confide,15,4,0,92
174,confide,16,4,0,92
174,confide,17,4,0,92
174,confide,18,4,0,92
174,dazzling-gleam,25,4,0,93
174,tera-blast,25,4,0,94
174,trailblaze,25,4,0,95
174,alluring-voice,25,4,0,96
175,pound,20,1,1,1
175,pound,23,1,1,1
175,mega-punch,6,3,0,2
175,mega-punch,7,3,0,2
175,mega-punch,20,4,0,2
175,mega-kick,6,3,0,3
175,mega-kick,7,3,0,3
175,mega-kick,20,4,0,3
175,headbutt,3,4,0,4
175,headbutt,4,4,0,4
175,headbutt,10,3,0,4
175,tackle,24,1,1,5
175,body-slam,6,3,0,6
175,body-slam,7,3,0,6
175,body-slam,13,3,0,6
175,body-slam,20,4,0,6
175,double-edge,3,1,38,7
175,double-edge,4,1,38,7
175,double-edge,5,1,41,7
175,double-edge,6,1,41,7
175,double-edge,6,3,0,7
175,double-edge,7,1,37,7
175,double-edge,7,3,0,7
175,double-edge,8,1,46,7
175,double-edge,9,1,46,7
175,double-edge,10,1,46,7
175,double-edge,11,1,45,7
175,double-edge,12,1,41,7
175,double-edge,13,1,41,7
175,double-edge,13,3,0,7
175,double-edge,14,1,45,7
175,double-edge,15,1,45,7
175,double-edge,16,1,45,7
175,double-edge,17,1,45,7
175,double-edge,18,1,45,7
175,double-edge,20,1,32,7
175,double-edge,23,1,32,7
175,growl,3,1,1,8
175,growl,4,1,1,8
175,growl,5,1,1,8
175,growl,6,1,1,8
175,growl,7,1,1,8
175,growl,8,1,1,8
175,growl,9,1,1,8
175,growl,10,1,1,8
175,growl,11,1,1,8
175,growl,12,1,1,8
175,growl,13,1,1,8
175,growl,14,1,1,8
175,growl,15,1,1,8
175,growl,16,1,1,8
175,growl,17,1,1,8
175,growl,18,1,1,8
175,growl,20,1,1,8
175,growl,23,1,1,8
175,flamethrower,4,3,0,9
175,flamethrower,5,4,0,9
175,flamethrower,6,4,0,9
175,flamethrower,7,4,0,9
175,flamethrower,8,4,0,9
175,flamethrower,9,4,0,9
175,flamethrower,10,4,0,9
175,flamethrower,11,4,0,9
175,flamethrower,12,4,0,9
175,flamethrower,13,4,0,9
175,flamethrower,14,4,0,9
175,flamethrower,15,4,0,9
175,flamethrower,16,4,0,9
175,flamethrower,17,4,0,9
175,flamethrower,18,4,0,9
175,flamethrower,20,4,0,9
175,flamethrower,23,4,0,9
175,peck,3,2,0,10
175,peck,4,2,0,10
175,peck,5,2,0,10
175,peck,6,2,0,10
175,peck,7,2,0,10
175,peck,8,2,0,10
175,peck,9,2,0,10
175,peck,10,2,0,10
175,peck,11,2,0,10
175,peck,14,2,0,10
175,peck,15,2,0,10
175,peck,16,2,0,10
175,peck,17,2,0,10
175,peck,18,2,0,10
175,peck,20,2,0,10
175,peck,23,2,0,10
175,counter,6,3,0,11
175,counter,7,3,0,11
175,seismic-toss,6,3,0,12
175,seismic-toss,7,3,0,12
175,seismic-toss,13,3,0,12
175,solar-beam,3,4,0,13
175,solar-beam,4,4,0,13
175,solar-beam,5,4,0,13
175,solar-beam,6,4,0,13
175,solar-beam,7,4,0,13
175,solar-beam,8,4,0,13
175,solar-beam,9,4,0,13
175,solar-beam,10,4,0,13
175,solar-beam,11,4,0,13
175,solar-beam,12,4,0,13
175,solar-beam,13,4,0,13
175,solar-beam,14,4,0,13
175,solar-beam,15,4,0,13
175,solar-beam,16,4,0,13
175,solar-beam,17,4,0,13
175,solar-beam,18,4,0,13
175,solar-beam,20,4,0,13
175,solar-beam,23,4,0,13
175,thunder-wave,6,3,0,14
175,thunder-wave,7,3,0,14
175,thunder-wave,8,4,0,14
175,thunder-wave,9,4,0,14
175,thunder-wave,10,4,0,14
175,thunder-wave,11,4,0,14
175,thunder-wave,13,3,0,14
175,thunder-wave,14,4,0,14
175,thunder-wave,15,4,0,14
175,thunder-wave,16,4,0,14
175,thunder-wave,17,4,0,14
175,thunder-wave,18,4,0,14
175,thunder-wave,20,4,0,14
175,thunder-wave,23,4,0,14
175,toxic,3,4,0,15
175,toxic,4,4,0,15
175,toxic,5,4,0,15
175,toxic,6,4,0,15
175,toxic,7,4,0,15
175,toxic,8,4,0,15
175,toxic,9,4,0,15
175,toxic,10,4,0,15
175,toxic,11,4,0,15
175,toxic,12,4,0,15
175,toxic,13,4,0,15
175,toxic,14,4,0,15
175,toxic,15,4,0,15
175,toxic,16,4,0,15
175,toxic,17,4,0,15
175,toxic,18,4,0,15
175,psychic,3,4,0,16
175,psychic,4,4,0,16
175,psychic,5,4,0,16
175,psychic,6,4,0,16
175,psychic,7,4,0,16
175,psychic,8,4,0,16
175,psychic,9,4,0,16
175,psychic,10,4,0,16
175,psychic,11,4,0,16
175,psychic,12,4,0,16
175,psychic,13,4,0,16
175,psychic,14,4,0,16
175,psychic,15,4,0,16
175,psychic,16,4,0,16
175,psychic,17,4,0,16
175,psychic,18,4,0,16
175,psychic,20,4,0,16
175,psychic,23,4,0,16
175,mimic,6,3,0,17
175,mimic,7,3,0,17
175,mimic,13,3,0,17
175,double-team,3,4,0,18
175,double-team,4,4,0,18
175,double-team,5,4,0,18
175,double-team,6,4,0,18
175,double-team,7,4,0,18
175,double-team,8,4,0,18
175,double-team,9,4,0,18
175,double-team,10,4,0,18
175,double-team,11,4,0,18
175,double-team,12,4,0,18
175,double-team,13,4,0,18
175,double-team,14,4,0,18
175,double-team,15,4,0,18
175,double-team,16,4,0,18
175,double-team,17,4,0,18
175,double-team,18,4,0,18
175,double-team,23,4,0,18
175,defense-curl,3,4,0,19
175,defense-curl,4,4,0,19
175,defense-curl,6,3,0,19
175,light-screen,5,4,0,20
175,light-screen,6,4,0,20
175,light-screen,7,4,0,20
175,light-screen,8,4,0,20
175,light-screen,9,4,0,20
175,light-screen,10,4,0,20
175,light-screen,11,4,0,20
175,light-screen,12,4,0,20
175,light-screen,13,4,0,20
175,light-screen,14,4,0,20
175,light-screen,15,4,0,20
175,light-screen,16,4,0,20
175,light-screen,17,4,0,20
175,light-screen,18,4,0,20
175,light-screen,20,4,0,20
175,light-screen,23,4,0,20
175,reflect,5,4,0,21
175,reflect,6,4,0,21
175,reflect,7,4,0,21
175,reflect,8,4,0,21
175,reflect,9,4,0,21
175,reflect,10,4,0,21
175,reflect,11,4,0,21
175,reflect,12,4,0,21
175,reflect,13,4,0,21
175,reflect,14,4,0,21
175,reflect,15,4,0,21
175,reflect,16,4,0,21
175,reflect,17,4,0,21
175,reflect,18,4,0,21
175,reflect,20,4,0,21
175,reflect,23,4,0,21
175,metronome,3,1,7,22
175,metronome,4,1,7,22
175,metronome,5,1,6,22
175,metronome,6,1,6,22
175,metronome,6,3,0,22
175,metronome,7,1,4,22
175,metronome,7,3,0,22
175,metronome,8,1,6,22
175,metronome,9,1,6,22
175,metronome,10,1,6,22
175,metronome,11,1,5,22
175,metronome,12,1,6,22
175,metronome,13,1,6,22
175,metronome,14,1,5,22
175,metronome,15,1,5,22
175,metronome,16,1,5,22
175,metronome,17,1,5,22
175,metronome,18,1,5,22
175,metronome,20,1,24,22
175,metronome,20,4,0,22
175,metronome,23,1,24,22
175,mirror-move,3,2,0,23
175,mirror-move,4,2,0,23
175,mirror-move,5,2,0,23
175,mirror-move,6,2,0,23
175,mirror-move,7,2,0,23
175,mirror-move,8,2,0,23
175,mirror-move,9,2,0,23
175,mirror-move,10,2,0,23
175,mirror-move,11,2,0,23
175,mirror-move,14,2,0,23
175,mirror-move,15,2,0,23
175,mirror-move,16,2,0,23
175,mirror-move,17,2,0,23
175,mirror-move,18,2,0,23
175,fire-blast,3,4,0,24
175,fire-blast,4,4,0,24
175,fire-blast,5,4,0,24
175,fire-blast,6,4,0,24
175,fire-blast,7,4,0,24
175,fire-blast,8,4,0,24
175,fire-blast,9,4,0,24
175,fire-blast,10,4,0,24
175,fire-blast,11,4,0,24
175,fire-blast,12,4,0,24
175,fire-blast,13,4,0,24
175,fire-blast,14,4,0,24
175,fire-blast,15,4,0,24
175,fire-blast,16,4,0,24
175,fire-blast,17,4,0,24
175,fire-blast,18,4,0,24
175,fire-blast,20,4,0,24
175,fire-blast,23,4,0,24
175,swift,3,4,0,25
175,swift,4,4,0,25
175,swift,6,3,0,25
175,swift,9,3,0,25
175,swift,10,3,0,25
175,swift,20,4,0,25
175,soft-boiled,6,3,0,26
175,soft-boiled,7,3,0,26
175,dream-eater,3,4,0,27
175,dream-eater,4,4,0,27
175,dream-eater,6,3,0,27
175,dream-eater,7,3,0,27
175,dream-eater,8,4,0,27
175,dream-eater,9,4,0,27
175,dream-eater,10,4,0,27
175,dream-eater,11,4,0,27
175,dream-eater,13,3,0,27
175,dream-eater,14,4,0,27
175,dream-eater,15,4,0,27
175,dream-eater,16,4,0,27
175,dream-eater,17,4,0,27
175,dream-eater,18,4,0,27
175,dream-eater,23,4,0,27
175,flash,3,4,0,28
175,flash,4,4,0,28
175,flash,5,4,0,28
175,flash,6,4,0,28
175,flash,7,4,0,28
175,flash,8,4,0,28
175,flash,9,4,0,28
175,flash,10,4,0,28
175,flash,11,4,0,28
175,flash,12,4,0,28
175,flash,13,4,0,28
175,flash,14,4,0,28
175,flash,15,4,0,28
175,flash,16,4,0,28
175,flash,23,4,0,28
175,rest,3,4,0,29
175,rest,4,4,0,29
175,rest,5,4,0,29
175,rest,6,4,0,29
175,rest,7,4,0,29
175,rest,8,4,0,29
175,rest,9,4,0,29
175,rest,10,4,0,29
175,rest,11,4,0,29
175,rest,12,4,0,29
175,rest,13,4,0,29
175,rest,14,4,0,29
175,rest,15,4,0,29
175,rest,16,4,0,29
175,rest,17,4,0,29
175,rest,18,4,0,29
175,rest,20,4,0,29
175,rest,23,4,0,29
175,tri-attack,13,9,0,30
175,tri-attack,20,4,0,30
175,substitute,5,2,0,31
175,substitute,6,2,0,31
175,substitute,6,3,0,31
175,substitute,7,2,0,31
175,substitute,7,3,0,31
175,substitute,8,2,0,31
175,substitute,8,4,0,31
175,substitute,9,2,0,31
175,substitute,9,4,0,31
175,substitute,10,2,0,31
175,substitute,10,4,0,31
175,substitute,11,4,0,31
175,substitute,13,3,0,31
175,substitute,14,4,0,31
175,substitute,15,4,0,31
175,substitute,16,4,0,31
175,substitute,17,4,0,31
175,substitute,18,4,0,31
175,substitute,20,4,0,31
175,substitute,23,4,0,31
175,snore,3,4,0,32
175,snore,4,4,0,32
175,snore,6,3,0,32
175,snore,9,3,0,32
175,snore,10,3,0,32
175,snore,14,3,0,32
175,snore,16,3,0,32
175,snore,18,3,0,32
175,snore,20,4,0,32
175,curse,3,4,0,33
175,curse,4,4,0,33
175,protect,3,4,0,34
175,protect,4,4,0,34
175,protect,5,4,0,34
175,protect,6,4,0,34
175,protect,7,4,0,34
175,protect,8,4,0,34
175,protect,9,4,0,34
175,protect,10,4,0,34
175,protect,11,4,0,34
175,protect,12,4,0,34
175,protect,13,4,0,34
175,protect,14,4,0,34
175,protect,15,4,0,34
175,protect,16,4,0,34
175,protect,17,4,0,34
175,protect,18,4,0,34
175,protect,20,4,0,34
175,protect,23,4,0,34
175,sweet-kiss,3,1,18,35
175,sweet-kiss,4,1,18,35
175,sweet-kiss,5,1,11,35
175,sweet-kiss,6,1,11,35
175,sweet-kiss,7,1,9,35
175,sweet-kiss,8,1,10,35
175,sweet-kiss,9,1,10,35
175,sweet-kiss,10,1,10,35
175,sweet-kiss,11,1,9,35
175,sweet-kiss,12,1,11,35
175,sweet-kiss,13,1,11,35
175,sweet-kiss,14,1,9,35
175,sweet-kiss,15,1,9,35
175,sweet-kiss,16,1,9,35
175,sweet-kiss,17,1,9,35
175,sweet-kiss,18,1,9,35
175,sweet-kiss,20,1,4,35
175,sweet-kiss,23,1,4,35
175,mud-slap,3,4,0,36
175,mud-slap,4,4,0,36
175,mud-slap,6,3,0,36
175,mud-slap,9,3,0,36
175,mud-slap,10,3,0,36
175,zap-cannon,3,4,0,37
175,zap-cannon,4,4,0,37
175,foresight,3,2,0,38
175,foresight,4,2,0,38
175,foresight,5,2,0,38
175,foresight,6,2,0,38
175,foresight,7,2,0,38
175,foresight,8,2,0,38
175,foresight,9,2,0,38
175,foresight,10,2,0,38
175,foresight,11,2,0,38
175,foresight,14,2,0,38
175,foresight,15,2,0,38
175,foresight,16,2,0,38
175,foresight,17,2,0,38
175,foresight,18,2,0,38
175,detect,3,4,0,39
175,detect,4,4,0,39
175,endure,3,4,0,40
175,endure,4,4,0,40
175,endure,6,3,0,40
175,endure,8,4,0,40
175,endure,9,4,0,40
175,endure,10,4,0,40
175,endure,20,4,0,40
175,endure,23,4,0,40
175,charm,3,1,1,41
175,charm,4,1,1,41
175,charm,5,1,1,41
175,charm,6,1,1,41
175,charm,7,1,1,41
175,charm,8,1,1,41
175,charm,9,1,1,41
175,charm,10,1,1,41
175,charm,11,1,1,41
175,charm,12,1,1,41
175,charm,13,1,1,41
175,charm,14,1,1,41
175,charm,15,1,1,41
175,charm,16,1,1,41
175,charm,17,1,1,41
175,charm,18,1,1,41
175,charm,20,1,12,41
175,charm,20,4,0,41
175,charm,23,1,12,41
175,rollout,3,4,0,42
175,rollout,4,4,0,42
175,rollout,6,3,0,42
175,rollout,9,3,0,42
175,rollout,10,3,0,42
175,swagger,3,4,0,43
175,swagger,4,4,0,43
175,swagger,6,3,0,43
175,swagger,8,4,0,43
175,swagger,9,4,0,43
175,swagger,10,4,0,43
175,swagger,11,4,0,43
175,swagger,13,3,0,43
175,swagger,14,4,0,43
175,swagger,15,4,0,43
175,swagger,16,4,0,43
175,swagger,17,4,0,43
175,swagger,18,4,0,43
175,swagger,23,4,0,43
175,attract,3,4,0,44
175,attract,4,4,0,44
175,attract,5,4,0,44
175,attract,6,4,0,44
175,attract,7,4,0,44
175,attract,8,4,0,44
175,attract,9,4,0,44
175,attract,10,4,0,44
175,attract,11,4,0,44
175,attract,12,4,0,44
175,attract,13,4,0,44
175,attract,14,4,0,44
175,attract,15,4,0,44
175,attract,16,4,0,44
175,attract,17,4,0,44
175,attract,18,4,0,44
175,attract,20,4,0,44
175,attract,23,4,0,44
175,sleep-talk,3,4,0,45
175,sleep-talk,4,4,0,45
175,sleep-talk,6,3,0,45
175,sleep-talk,8,4,0,45
175,sleep-talk,9,4,0,45
175,sleep-talk,10,4,0,45
175,sleep-talk,14,3,0,45
175,sleep-talk,15,4,0,45
175,sleep-talk,16,4,0,45
175,sleep-talk,17,4,0,45
175,sleep-talk,18,4,0,45
175,sleep-talk,20,4,0,45
175,sleep-talk,23,4,0,45
175,heal-bell,10,3,0,46
175,heal-bell,14,3,0,46
175,heal-bell,16,3,0,46
175,heal-bell,18,3,0,46
175,return,3,4,0,47
175,return,4,4,0,47
175,return,5,4,0,47
175,return,6,4,0,47
175,return,7,4,0,47
175,return,8,4,0,47
175,return,9,4,0,47
175,return,10,4,0,47
175,return,11,4,0,47
175,return,12,4,0,47
175,return,13,4,0,47
175,return,14,4,0,47
175,return,15,4,0,47
175,return,16,4,0,47
175,return,17,4,0,47
175,return,18,4,0,47
175,present,3,2,0,48
175,present,4,2,0,48
175,present,5,2,0,48
175,present,6,2,0,48
175,present,7,2,0,48
175,present,8,2,0,48
175,present,9,2,0,48
175,present,10,2,0,48
175,present,11,2,0,48
175,present,14,2,0,48
175,present,15,2,0,48
175,present,16,2,0,48
175,present,17,2,0,48
175,present,18,2,0,48
175,present,20,2,0,48
175,present,23,2,0,48
175,frustration,3,4,0,49
175,frustration,4,4,0,49
175,frustration,5,4,0,49
175,frustration,6,4,0,49
175,frustration,7,4,0,49
175,frustration,8,4,0,49
175,frustration,9,4,0,49
175,frustration,10,4,0,49
175,frustration,11,4,0,49
175,frustration,12,4,0,49
175,frustration,13,4,0,49
175,frustration,14,4,0,49
175,frustration,15,4,0,49
175,frustration,16,4,0,49
175,frustration,17,4,0,49
175,frustration,18,4,0,49
175,safeguard,3,1,31,50
175,safeguard,4,1,31,50
175,safeguard,5,1,36,50
175,safeguard,5,4,0,50
175,safeguard,6,1,36,50
175,safeguard,6,4,0,50
175,safeguard,7,1,33,50
175,safeguard,7,4,0,50
175,safeguard,8,1,37,50
175,safeguard,8,4,0,50
175,safeguard,9,1,37,50
175,safeguard,9,4,0,50
175,safeguard,10,1,37,50
175,safeguard,10,4,0,50
175,safeguard,11,1,37,50
175,safeguard,11,4,0,50
175,safeguard,12,1,36,50
175,safeguard,12,4,0,50
175,safeguard,13,1,36,50
175,safeguard,13,4,0,50
175,safeguard,14,1,37,50
175,safeguard,14,4,0,50
175,safeguard,15,1,37,50
175,safeguard,15,4,0,50
175,safeguard,16,1,37,50
175,safeguard,16,4,0,50
175,safeguard,17,1,37,50
175,safeguard,17,4,0,50
175,safeguard,18,1,37,50
175,safeguard,18,4,0,50
175,safeguard,20,1,36,50
175,safeguard,20,4,0,50
175,safeguard,23,1,36,50
175,safeguard,23,4,0,50
175,baton-pass,7,1,41,51
175,baton-pass,8,1,42,51
175,baton-pass,9,1,42,51
175,baton-pass,10,1,42,51
175,baton-pass,11,1,41,51
175,baton-pass,14,1,41,51
175,baton-pass,15,1,41,51
175,baton-pass,16,1,41,51
175,baton-pass,17,1,41,51
175,baton-pass,18,1,41,51
175,baton-pass,20,1,44,51
175,baton-pass,20,4,0,51
175,baton-pass,23,1,44,51
175,encore,3,1,25,52
175,encore,4,1,25,52
175,encore,5,1,21,52
175,encore,6,1,21,52
175,encore,7,1,17,52
175,encore,8,1,19,52
175,encore,9,1,19,52
175,encore,10,1,19,52
175,encore,11,1,17,52
175,encore,12,1,21,52
175,encore,13,1,21,52
175,encore,14,1,17,52
175,encore,15,1,17,52
175,encore,16,1,17,52
175,encore,17,1,17,52
175,encore,18,1,17,52
175,encore,20,4,0,52
175,morning-sun,11,2,0,53
175,morning-sun,14,2,0,53
175,morning-sun,15,2,0,53
175,morning-sun,16,2,0,53
175,morning-sun,17,2,0,53
175,morning-sun,18,2,0,53
175,morning-sun,20,2,0,53
175,morning-sun,23,2,0,53
175,hidden-power,3,4,0,54
175,hidden-power,4,4,0,54
175,hidden-power,5,4,0,54
175,hidden-power,6,4,0,54
175,hidden-power,7,4,0,54
175,hidden-power,8,4,0,54
175,hidden-power,9,4,0,54
175,hidden-power,10,4,0,54
175,hidden-power,11,4,0,54
175,hidden-power,12,4,0,54
175,hidden-power,13,4,0,54
175,hidden-power,14,4,0,54
175,hidden-power,15,4,0,54
175,hidden-power,16,4,0,54
175,hidden-power,17,4,0,54
175,hidden-power,18,4,0,54
175,rain-dance,3,4,0,55
175,rain-dance,4,4,0,55
175,rain-dance,5,4,0,55
175,rain-dance,6,4,0,55
175,rain-dance,7,4,0,55
175,rain-dance,8,4,0,55
175,rain-dance,9,4,0,55
175,rain-dance,10,4,0,55
175,rain-dance,11,4,0,55
175,rain-dance,12,4,0,55
175,rain-dance,13,4,0,55
175,rain-dance,14,4,0,55
175,rain-dance,15,4,0,55
175,rain-dance,16,4,0,55
175,rain-dance,17,4,0,55
175,rain-dance,18,4,0,55
175,rain-dance,20,4,0,55
175,rain-dance,23,4,0,55
175,sunny-day,3,4,0,56
175,sunny-day,4,4,0,56
175,sunny-day,5,4,0,56
175,sunny-day,6,4,0,56
175,sunny-day,7,4,0,56
175,sunny-day,8,4,0,56
175,sunny-day,9,4,0,56
175,sunny-day,10,4,0,56
175,sunny-day,11,4,0,56
175,sunny-day,12,4,0,56
175,sunny-day,13,4,0,56
175,sunny-day,14,4,0,56
175,sunny-day,15,4,0,56
175,sunny-day,16,4,0,56
175,sunny-day,17,4,0,56
175,sunny-day,18,4,0,56
175,sunny-day,20,4,0,56
175,sunny-day,23,4,0,56
175,psych-up,3,4,0,57
175,psych-up,4,4,0,57
175,psych-up,5,2,0,57
175,psych-up,6,2,0,57
175,psych-up,6,3,0,57
175,psych-up,7,2,0,57
175,psych-up,8,2,0,57
175,psych-up,8,4,0,57
175,psych-up,9,2,0,57
175,psych-up,9,4,0,57
175,psych-up,10,2,0,57
175,psych-up,10,4,0,57
175,psych-up,11,4,0,57
175,psych-up,14,4,0,57
175,psych-up,15,4,0,57
175,psych-up,16,4,0,57
175,psych-up,17,4,0,57
175,psych-up,18,4,0,57
175,psych-up,23,4,0,57
175,ancient-power,7,1,21,58
175,ancient-power,8,1,33,58
175,ancient-power,9,1,33,58
175,ancient-power,9,3,0,58
175,ancient-power,10,1,33,58
175,ancient-power,10,3,0,58
175,ancient-power,11,1,33,58
175,ancient-power,13,9,0,58
175,ancient-power,14,1,33,58
175,ancient-power,15,1,33,58
175,ancient-power,16,1,33,58
175,ancient-power,17,1,33,58
175,ancient-power,18,1,33,58
175,ancient-power,20,1,16,58
175,ancient-power,23,1,16,58
175,shadow-ball,3,4,0,59
175,shadow-ball,4,4,0,59
175,shadow-ball,5,4,0,59
175,shadow-ball,6,4,0,59
175,shadow-ball,7,4,0,59
175,shadow-ball,8,4,0,59
175,shadow-ball,9,4,0,59
175,shadow-ball,10,4,0,59
175,shadow-ball,11,4,0,59
175,shadow-ball,12,4,0,59
175,shadow-ball,13,4,0,59
175,shadow-ball,14,4,0,59
175,shadow-ball,15,4,0,59
175,shadow-ball,16,4,0,59
175,shadow-ball,17,4,0,59
175,shadow-ball,18,4,0,59
175,shadow-ball,20,4,0,59
175,shadow-ball,23,4,0,59
175,future-sight,3,2,0,60
175,future-sight,4,2,0,60
175,future-sight,5,2,0,60
175,future-sight,6,2,0,60
175,future-sight,7,2,0,60
175,future-sight,8,2,0,60
175,future-sight,9,2,0,60
175,future-sight,10,2,0,60
175,future-sight,11,2,0,60
175,future-sight,14,2,0,60
175,future-sight,15,2,0,60
175,future-sight,16,2,0,60
175,future-sight,17,2,0,60
175,future-sight,18,2,0,60
175,future-sight,20,4,0,60
175,future-sight,23,2,0,60
175,rock-smash,3,4,0,61
175,rock-smash,4,4,0,61
175,rock-smash,5,4,0,61
175,rock-smash,6,4,0,61
175,rock-smash,7,4,0,61
175,rock-smash,8,4,0,61
175,rock-smash,9,4,0,61
175,rock-smash,10,4,0,61
175,rock-smash,11,4,0,61
175,rock-smash,12,4,0,61
175,rock-smash,13,4,0,61
175,rock-smash,14,4,0,61
175,rock-smash,15,4,0,61
175,rock-smash,16,4,0,61
175,rock-smash,23,4,0,61
175,uproar,9,3,0,62
175,uproar,10,3,0,62
175,uproar,14,3,0,62
175,uproar,16,3,0,62
175,uproar,18,3,0,62
175,uproar,20,4,0,62
175,facade,5,4,0,63
175,facade,6,4,0,63
175,facade,7,4,0,63
175,facade,8,4,0,63
175,facade,9,4,0,63
175,facade,10,4,0,63
175,facade,11,4,0,63
175,facade,12,4,0,63
175,facade,13,4,0,63
175,facade,14,4,0,63
175,facade,15,4,0,63
175,facade,16,4,0,63
175,facade,17,4,0,63
175,facade,18,4,0,63
175,facade,20,4,0,63
175,facade,23,4,0,63
175,follow-me,5,1,26,64
175,follow-me,6,1,26,64
175,follow-me,7,1,25,64
175,follow-me,8,1,24,64
175,follow-me,9,1,24,64
175,follow-me,10,1,24,64
175,follow-me,11,1,21,64
175,follow-me,12,1,26,64
175,follow-me,13,1,26,64
175,follow-me,13,9,0,64
175,follow-me,14,1,21,64
175,follow-me,15,1,21,64
175,follow-me,16,1,21,64
175,follow-me,17,1,21,64
175,follow-me,18,1,21,64
175,follow-me,20,1,40,64
175,follow-me,23,1,40,64
175,helping-hand,13,9,0,65
175,helping-hand,20,4,0,65
175,trick,9,3,0,66
175,trick,10,3,0,66
175,trick,14,3,0,66
175,trick,16,3,0,66
175,trick,18,3,0,66
175,trick,20,4,0,66
175,wish,5,1,31,67
175,wish,6,1,31,67
175,wish,7,1,29,67
175,wish,8,1,28,67
175,wish,9,1,28,67
175,wish,10,1,28,67
175,wish,11,1,29,67
175,wish,12,1,31,67
175,wish,13,1,31,67
175,wish,14,1,29,67
175,wish,15,1,29,67
175,wish,16,1,29,67
175,wish,17,1,29,67
175,wish,18,1,29,67
175,wish,20,1,52,67
175,wish,23,1,52,67
175,magic-coat,10,3,0,68
175,magic-coat,14,3,0,68
175,magic-coat,16,3,0,68
175,magic-coat,18,3,0,68
175,yawn,5,1,16,69
175,yawn,6,1,16,69
175,yawn,7,1,13,69
175,yawn,8,1,15,69
175,yawn,9,1,15,69
175,yawn,10,1,15,69
175,yawn,11,1,13,69
175,yawn,12,1,16,69
175,yawn,13,1,16,69
175,yawn,14,1,13,69
175,yawn,15,1,13,69
175,yawn,16,1,13,69
175,yawn,17,1,13,69
175,yawn,18,1,13,69
175,yawn,20,1,20,69
175,yawn,23,1,20,69
175,endeavor,9,3,0,70
175,endeavor,10,3,0,70
175,endeavor,14,3,0,70
175,endeavor,16,3,0,70
175,endeavor,18,3,0,70
175,secret-power,5,4,0,71
175,secret-power,6,4,0,71
175,secret-power,7,4,0,71
175,secret-power,8,4,0,71
175,secret-power,9,4,0,71
175,secret-power,10,4,0,71
175,secret-power,11,2,0,71
175,secret-power,12,4,0,71
175,secret-power,13,4,0,71
175,secret-power,14,2,0,71
175,secret-power,15,2,0,71
175,secret-power,16,2,0,71
175,secret-power,16,4,0,71
175,secret-power,17,2,0,71
175,secret-power,18,2,0,71
175,hyper-voice,14,3,0,72
175,hyper-voice,16,3,0,72
175,hyper-voice,18,3,0,72
175,hyper-voice,20,4,0,72
175,signal-beam,9,3,0,73
175,signal-beam,10,3,0,73
175,signal-beam,14,3,0,73
175,signal-beam,16,3,0,73
175,signal-beam,18,3,0,73
175,extrasensory,10,2,0,74
175,extrasensory,11,2,0,74
175,extrasensory,14,2,0,74
175,extrasensory,15,2,0,74
175,extrasensory,16,2,0,74
175,extrasensory,17,2,0,74
175,extrasensory,18,2,0,74
175,extrasensory,20,2,0,74
175,extrasensory,23,2,0,74
175,extrasensory,24,1,34,74
175,aerial-ace,20,2,0,75
175,covet,14,3,0,76
175,covet,16,3,0,76
175,covet,18,3,0,76
175,calm-mind,24,1,18,77
175,shock-wave,5,4,0,78
175,shock-wave,6,4,0,78
175,shock-wave,7,4,0,78
175,shock-wave,8,4,0,78
175,shock-wave,9,4,0,78
175,shock-wave,10,4,0,78
175,shock-wave,12,4,0,78
175,shock-wave,13,4,0,78
175,shock-wave,16,3,0,78
175,shock-wave,18,3,0,78
175,shock-wave,23,4,0,78
175,water-pulse,5,4,0,79
175,water-pulse,6,4,0,79
175,water-pulse,7,4,0,79
175,water-pulse,8,4,0,79
175,water-pulse,9,4,0,79
175,water-pulse,10,4,0,79
175,water-pulse,12,4,0,79
175,water-pulse,13,4,0,79
175,water-pulse,16,3,0,79
175,water-pulse,18,3,0,79
175,water-pulse,23,4,0,79
175,natural-gift,8,4,0,80
175,natural-gift,9,4,0,80
175,natural-gift,10,4,0,80
175,fling,8,4,0,81
175,fling,9,4,0,81
175,fling,10,4,0,81
175,fling,11,4,0,81
175,fling,14,4,0,81
175,fling,15,4,0,81
175,fling,16,4,0,81
175,fling,17,4,0,81
175,fling,18,4,0,81
175,fling,20,4,0,81
175,fling,23,4,0,81
175,psycho-shift,8,2,0,82
175,psycho-shift,9,2,0,82
175,psycho-shift,10,2,0,82
175,psycho-shift,11,2,0,82
175,psycho-shift,14,2,0,82
175,psycho-shift,15,2,0,82
175,psycho-shift,16,2,0,82
175,psycho-shift,17,2,0,82
175,psycho-shift,18,2,0,82
175,psycho-shift,20,2,0,82
175,psycho-shift,23,2,0,82
175,lucky-chant,8,2,0,83
175,lucky-chant,9,2,0,83
175,lucky-chant,10,2,0,83
175,lucky-chant,11,2,0,83
175,lucky-chant,14,2,0,83
175,lucky-chant,15,2,0,83
175,lucky-chant,16,2,0,83
